# Avida resource location data
# Thu Jun  6 15:36:55 2013
# First column gives the current update, all further columns give the cell id
# for center of gradient resources at that update.
#  1: Update
#  2: CellID
#  3: CellID
#  4: CellID
#  5: CellID
#  6: CellID
#  7: CellID
#  8: CellID
#  9: CellID
# 10: CellID
# 11: CellID
# 12: CellID
# 13: CellID
# 14: CellID
# 15: CellID
# 16: CellID

53 55156 11470 12745 13261 22531 31534 40880 11420 51500 51660 31435 1 1834057 1897057 7307 
54 55156 11470 12745 13261 22531 31534 40880 11420 51500 51660 31435 1 1834057 1897057 7307 
55 52636 13990 12755 10741 20011 34044 43380 11420 51500 51660 31435 1 1834057 1897057 7307 
56 50116 16510 12765 8221 17491 36554 45880 11420 51500 51660 31435 1 1834057 1897057 7307 
57 47596 19030 12775 5701 14971 39064 48380 11420 51500 51660 31435 1 1834057 1897057 7307 
58 47596 19030 12775 5701 14971 39064 48380 11420 51500 51660 31435 1 1834057 1897057 7307 
59 45094 21550 12785 3181 12459 41574 50880 11420 51500 51660 31435 1 1834057 1897057 7307 
60 42594 24070 12785 5179 9959 44084 53380 11420 51500 51660 31435 1 1834057 1897057 7307 
61 40094 26590 12775 7693 7459 46594 55880 11420 51500 51660 31435 1 1834057 1897057 7307 
62 37594 29100 12765 10213 4959 49104 58396 11420 51500 51660 31435 1 1834057 1897057 7307 
63 37594 29100 12765 10213 4959 49104 58396 11420 51500 51660 31435 1 1834057 1897057 7307 
64 35094 31600 12755 12733 3463 51614 59912 11420 51500 51660 31435 1 1834057 1897057 7307 
65 32594 34100 12745 15253 5983 54124 57412 11420 51500 51660 31435 1 1834057 1897057 7307 
66 32594 34100 12745 15253 5983 54124 57412 11420 51500 51660 31435 1 1834057 1897057 7307 
67 30094 36600 12735 17773 8503 56634 54912 11420 51500 51660 31435 1 1834057 1897057 7307 
68 27594 39100 12725 20293 11023 59144 52412 11420 51500 51660 31435 1 1834057 1897057 7307 
69 25084 41600 12715 22813 13543 59144 49912 11420 51500 51660 31435 1 1834057 1897057 7307 
70 22564 44100 12707 25333 16043 56634 47412 11420 51500 51660 31435 1 1834057 1897057 7307 
71 22564 44100 12707 25333 16043 56634 47412 11420 51500 51660 31435 1 1834057 1897057 7307 
72 20044 46600 12717 27847 18543 54124 44912 11420 51500 51660 31435 1 1834057 1897057 7307 
73 17524 49102 12727 30347 21043 51614 42404 11420 51500 51660 31435 1 1834057 1897057 7307 
74 17524 49102 12727 30347 21043 51614 42404 11420 51500 51660 31435 1 1834057 1897057 7307 
75 15004 51622 12737 32847 23543 49104 39884 11420 51500 51660 31435 1 1834057 1897057 7307 
76 12484 54142 12747 35347 26043 46594 37364 11420 51500 51660 31435 1 1834057 1897057 7307 
77 9964 56662 12757 37847 28543 44084 34844 11420 51500 51660 31435 1 1834057 1897057 7307 
78 9964 56662 12757 37847 28543 44084 34844 11420 51500 51660 31435 1 1834057 1897057 7307 
79 7444 59182 12767 40347 31043 41574 32324 11420 51500 51660 31435 1 1834057 1897057 7307 
80 7444 59182 12767 40347 31043 41574 32324 11420 51500 51660 31435 1 1834057 1897057 7307 
81 4926 59192 12777 42847 33543 39064 29804 11420 51500 51660 31435 1 1834057 1897057 7307 
82 3430 56692 12787 45347 36055 36554 27284 11420 51500 51660 31435 1 1834057 1897057 7307 
83 5950 54192 12783 47847 38575 34044 24764 11420 51500 51660 31435 1 1834057 1897057 7307 
84 8470 51692 12773 50365 41095 31534 22244 11420 51500 51660 31435 1 1834057 1897057 7307 
85 8470 51692 12773 50365 41095 31534 22244 11420 51500 51660 31435 1 1834057 1897057 7307 
86 10990 49178 12763 52885 43615 29024 19744 11420 51500 51660 31435 1 1834057 1897057 7307 
87 13510 46658 12753 55405 46135 26514 17244 11420 51500 51660 31435 1 1834057 1897057 7307 
88 13510 46658 12753 55405 46135 26514 17244 11420 51500 51660 31435 1 1834057 1897057 7307 
89 16030 44138 12743 57925 48655 24004 14744 11420 51500 51660 31435 1 1834057 1897057 7307 
90 18550 41618 12733 60445 51175 21494 12244 11420 51500 51660 31435 1 1834057 1897057 7307 
91 21070 39098 12723 57945 53695 18984 9744 11420 51500 51660 31435 1 1834057 1897057 7307 
92 23576 36578 12713 55445 56211 16474 7244 11420 51500 51660 31435 1 1834057 1897057 7307 
93 23576 36578 12713 55445 56211 16474 7244 11420 51500 51660 31435 1 1834057 1897057 7307 
94 26076 34058 12709 52945 58711 13964 4744 11420 51500 51660 31435 1 1834057 1897057 7307 
95 28576 31538 12719 50435 59705 11454 3750 11420 51500 51660 31435 1 1834057 1897057 7307 
96 28576 31538 12719 50435 59705 11454 3750 11420 51500 51660 31435 1 1834057 1897057 7307 
97 31076 29024 12729 47915 57185 8944 6258 11420 51500 51660 31435 1 1834057 1897057 7307 
98 31076 29024 12729 47915 57185 8944 6258 11420 51500 51660 31435 1 1834057 1897057 7307 
99 33576 26524 15249 45395 54665 8944 8768 11420 51500 51660 31435 1 1834057 1897057 7307 
100 36076 24024 17769 42875 52145 8944 11278 11420 51500 51660 31435 1 1834057 1897057 7307 
101 36076 24024 17769 42875 52145 8944 11278 11420 51500 51660 31435 1 1834057 1897057 7307 
102 38576 21524 20289 40355 49625 8944 13788 11420 51500 51660 31435 1 1834057 1897057 7307 
103 38576 21524 20289 40355 49625 8944 13788 11420 51500 51660 31435 1 1834057 1897057 7307 
104 41076 19024 22809 37835 47105 8944 16298 11420 51500 51660 31435 1 1834057 1897057 7307 
105 43582 16524 25329 35315 44585 8944 18808 11420 51500 51660 31435 1 1834057 1897057 7307 
106 43582 16524 25329 35315 44585 8944 18808 11420 51500 51660 31435 1 1834057 1897057 7307 
107 46102 14024 27849 32795 42081 8944 21318 11420 51500 51660 31435 1 1834057 1897057 7307 
108 48622 11524 30351 30277 39581 8944 23828 11420 51500 51660 31435 1 1834057 1897057 7307 
109 51142 9024 32851 27777 37081 8944 26338 11420 51500 51660 31435 1 1834057 1897057 7307 
110 51142 9024 32851 27777 37081 8944 26338 11420 51500 51660 31435 1 1834057 1897057 7307 
111 53662 6506 35351 25277 34581 8944 28848 11420 51500 51660 31435 1 1834057 1897057 7307 
112 56182 3986 37851 22777 32081 8944 31358 11420 51500 51660 31435 1 1834057 1897057 7307 
113 58702 4478 40351 20277 29581 8944 33868 11420 51500 51660 31435 1 1834057 1897057 7307 
114 58702 4478 40351 20277 29581 8944 33868 11420 51500 51660 31435 1 1834057 1897057 7307 
115 59716 6978 42851 17777 27081 8944 36378 11420 51500 51660 31435 1 1834057 1897057 7307 
116 59716 6978 42851 17777 27081 8944 36378 11420 51500 51660 31435 1 1834057 1897057 7307 
117 57216 9478 45351 15277 24581 8944 38888 11420 51500 51660 31435 1 1834057 1897057 7307 
118 57216 9478 45351 15277 24581 8944 38888 11420 51500 51660 31435 1 1834057 1897057 7307 
119 54698 11978 47851 12777 22073 8944 41398 11420 51500 51660 31435 1 1834057 1897057 7307 
120 52178 14478 50361 10277 19553 8944 43908 11420 51500 51660 31435 1 1834057 1897057 7307 
121 52178 14478 50361 10277 19553 8944 43908 11420 51500 51660 31435 1 1834057 1897057 7307 
122 49658 16978 52881 7763 17033 8944 46418 11420 51500 51660 31435 1 1834057 1897057 7307 
123 49658 16978 52881 7763 17033 8944 46418 11420 51500 51660 31435 1 1834057 1897057 7307 
124 47138 19488 55401 5243 14513 8944 48928 11420 51500 51660 31435 1 1834057 1897057 7307 
125 47138 19488 55401 5243 14513 8944 48928 11420 51500 51660 31435 1 1834057 1897057 7307 
126 44618 22008 57921 3225 11993 8944 51438 11420 51500 51660 31435 1 1834057 1897057 7307 
127 42098 24528 60441 5725 9473 8944 53948 11420 51500 51660 31435 1 1834057 1897057 7307 
128 39578 27048 57941 8225 6953 8944 56458 11420 51500 51660 31435 1 1834057 1897057 7307 
129 37058 29568 55441 10725 4433 8944 58968 11420 51500 51660 31435 1 1834057 1897057 7307 
130 34548 32088 52941 13225 3921 8944 59470 11420 51500 51660 31435 1 1834057 1897057 7307 
131 32048 34608 50439 15725 6441 8944 56960 11420 51500 51660 31435 1 1834057 1897057 7307 
132 32048 34608 50439 15725 6441 8944 56960 11420 51500 51660 31435 1 1834057 1897057 7307 
133 29548 37128 47919 18231 8961 8944 54450 11420 51500 51660 31435 1 1834057 1897057 7307 
134 29548 37128 47919 18231 8961 8944 54450 11420 51500 51660 31435 1 1834057 1897057 7307 
135 27048 39646 45399 20751 11481 8944 51940 11420 51500 51660 31435 1 1834057 1897057 7307 
136 24548 42146 42879 23271 14001 8944 49430 11420 51500 51660 31435 1 1834057 1897057 7307 
137 24548 42146 42879 23271 14001 8944 49430 11420 51500 51660 31435 1 1834057 1897057 7307 
138 22048 44646 40359 25791 16521 8944 46920 11420 51500 51660 31435 1 1834057 1897057 7307 
139 19548 47146 37839 28311 19041 8944 44410 11420 51500 51660 31435 1 1834057 1897057 7307 
140 17048 49646 35319 30831 21561 8944 41900 11420 51500 51660 31435 1 1834057 1897057 7307 
141 17048 49646 35319 30831 21561 8944 41900 11420 51500 51660 31435 1 1834057 1897057 7307 
142 14546 52146 32799 33351 24081 8944 39390 11420 51500 51660 31435 1 1834057 1897057 7307 
143 14546 52146 32799 33351 24081 8944 39390 11420 51500 51660 31435 1 1834057 1897057 7307 
144 12026 54646 30279 35871 26589 8944 36880 11420 51500 51660 31435 1 1834057 1897057 7307 
145 12026 54646 30279 35871 26589 8944 36880 11420 51500 51660 31435 1 1834057 1897057 7307 
146 9506 57146 27773 38391 29089 8944 34370 11420 51500 51660 31435 1 1834057 1897057 7307 
147 6986 59646 25273 40893 31589 8944 31860 11420 51500 51660 31435 1 1834057 1897057 7307 
148 6986 59646 25273 40893 31589 8944 31860 11420 51500 51660 31435 1 1834057 1897057 7307 
149 4466 58646 22773 43393 34089 8944 29350 11420 51500 51660 31435 1 1834057 1897057 7307 
150 3954 56146 20273 45893 36589 8944 26840 11420 51500 51660 31435 1 1834057 1897057 7307 
151 6454 53646 17773 48393 39089 8944 24330 11420 51500 51660 31435 1 1834057 1897057 7307 
152 6454 53646 17773 48393 39089 8944 24330 11420 51500 51660 31435 1 1834057 1897057 7307 
153 8954 51146 15273 50893 41589 8944 21820 11420 51500 51660 31435 1 1834057 1897057 7307 
154 11454 48646 12773 53393 44089 8944 19310 11420 51500 51660 31435 1 1834057 1897057 7307 
155 13968 46146 10273 55893 46593 8944 16800 11420 51500 51660 31435 1 1834057 1897057 7307 
156 16488 43646 7767 58393 49113 8944 14290 11420 51500 51660 31435 1 1834057 1897057 7307 
157 19008 41146 5247 59899 51633 8944 11780 11420 51500 51660 31435 1 1834057 1897057 7307 
158 19008 41146 5247 59899 51633 8944 11780 11420 51500 51660 31435 1 1834057 1897057 7307 
159 21528 38640 3229 57399 54153 8944 9270 11420 51500 51660 31435 1 1834057 1897057 7307 
160 21528 38640 3229 57399 54153 8944 9270 11420 51500 51660 31435 1 1834057 1897057 7307 
161 24048 36120 5729 54899 56673 8944 6760 11420 51500 51660 31435 1 1834057 1897057 7307 
162 24048 36120 5729 54899 56673 8944 6760 11420 51500 51660 31435 1 1834057 1897057 7307 
163 26568 33600 8229 52399 59193 8944 4250 11420 51500 51660 31435 1 1834057 1897057 7307 
164 29088 31080 10729 49899 59203 8944 4250 11420 51500 51660 31435 1 1834057 1897057 7307 
165 29088 31080 10729 49899 59203 8944 4250 11420 51500 51660 31435 1 1834057 1897057 7307 
166 31608 28560 13229 47399 56703 8944 6760 11420 51500 51660 31435 1 1834057 1897057 7307 
167 34122 26040 15729 44899 54203 8944 9270 11420 51500 51660 31435 1 1834057 1897057 7307 
168 36622 23520 18229 42399 51687 8944 11780 11420 51500 51660 31435 1 1834057 1897057 7307 
169 39122 21000 20747 39897 49167 8944 14290 11420 51500 51660 31435 1 1834057 1897057 7307 
170 39122 21000 20747 39897 49167 8944 14290 11420 51500 51660 31435 1 1834057 1897057 7307 
171 41622 18480 23267 37377 46647 8944 16800 11420 51500 51660 31435 1 1834057 1897057 7307 
172 41622 18480 23267 37377 46647 8944 16800 11420 51500 51660 31435 1 1834057 1897057 7307 
173 44122 15978 25787 34857 44127 8944 19310 11420 51500 51660 31435 1 1834057 1897057 7307 
174 44122 15978 25787 34857 44127 8944 19310 11420 51500 51660 31435 1 1834057 1897057 7307 
175 46622 13478 28307 32337 41607 8944 21820 11420 51500 51660 31435 1 1834057 1897057 7307 
176 49122 10978 30827 29817 39087 8944 24330 11420 51500 51660 31435 1 1834057 1897057 7307 
177 51622 8478 33347 27297 36567 8944 26840 11420 51500 51660 31435 1 1834057 1897057 7307 
178 51622 8478 33347 27297 36567 8944 26840 11420 51500 51660 31435 1 1834057 1897057 7307 
179 54122 5978 35867 24777 34047 8944 29350 11420 51500 51660 31435 1 1834057 1897057 7307 
180 56640 3478 38387 22257 31535 8944 31860 11420 51500 51660 31435 1 1834057 1897057 7307 
181 56640 3478 38387 22257 31535 8944 31860 11420 51500 51660 31435 1 1834057 1897057 7307 
182 59160 4994 40897 19737 29035 8944 34370 11420 51500 51660 31435 1 1834057 1897057 7307 
183 59170 7514 43397 17231 26535 8944 36880 11420 51500 51660 31435 1 1834057 1897057 7307 
184 56670 10024 45897 14731 24035 8944 39390 11420 51500 51660 31435 1 1834057 1897057 7307 
185 56670 10024 45897 14731 24035 8944 39390 11420 51500 51660 31435 1 1834057 1897057 7307 
186 54170 12524 48397 12231 21535 8944 41900 11420 51500 51660 31435 1 1834057 1897057 7307 
187 54170 12524 48397 12231 21535 8944 41900 11420 51500 51660 31435 1 1834057 1897057 7307 
188 51670 15024 50897 9731 19035 8944 44410 11420 51500 51660 31435 1 1834057 1897057 7307 
189 49170 17524 53397 7231 16535 8944 46920 11420 51500 51660 31435 1 1834057 1897057 7307 
190 49170 17524 53397 7231 16535 8944 46920 11420 51500 51660 31435 1 1834057 1897057 7307 
191 46670 20024 55897 4731 14035 8944 49430 11420 51500 51660 31435 1 1834057 1897057 7307 
192 44160 22524 58397 3737 11535 8944 51940 11420 51500 51660 31435 1 1834057 1897057 7307 
193 41640 25024 59895 6257 9015 8944 54450 11420 51500 51660 31435 1 1834057 1897057 7307 
194 41640 25024 59895 6257 9015 8944 54450 11420 51500 51660 31435 1 1834057 1897057 7307 
195 39120 27524 57395 8771 6495 8944 56960 11420 51500 51660 31435 1 1834057 1897057 7307 
196 36600 30026 54895 11271 3975 8944 59470 11420 51500 51660 31435 1 1834057 1897057 7307 
197 36600 30026 54895 11271 3975 8944 59470 11420 51500 51660 31435 1 1834057 1897057 7307 
198 34080 32546 52395 13771 4467 8944 58968 11420 51500 51660 31435 1 1834057 1897057 7307 
199 34070 32556 49895 16271 6967 8954 56448 11420 51500 51660 31435 1 1834057 1897057 7307 
200 34060 32566 47395 18771 9467 8964 53928 11420 51500 51660 31435 1 1834057 1897057 7307 
201 34060 32566 47395 18771 9467 8964 53928 11420 51500 51660 31435 1 1834057 1897057 7307 
202 34050 32576 44895 21271 11967 8974 51408 11420 51500 51660 31435 1 1834057 1897057 7307 
203 34042 32586 42395 23771 14467 8984 48888 11420 51500 51660 31435 1 1834057 1897057 7307 
204 34042 32586 42395 23771 14467 8984 48888 11420 51500 51660 31435 1 1834057 1897057 7307 
205 34052 32596 39895 26271 16979 8994 46368 11420 51500 51660 31435 1 1834057 1897057 7307 
206 34052 32596 39895 26271 16979 8994 46368 11420 51500 51660 31435 1 1834057 1897057 7307 
207 34062 32606 37381 28771 19499 9004 43848 11420 51500 51660 31435 1 1834057 1897057 7307 
208 34062 32606 37381 28771 19499 9004 43848 11420 51500 51660 31435 1 1834057 1897057 7307 
209 34072 32616 34861 31289 22019 9014 41328 11420 51500 51660 31435 1 1834057 1897057 7307 
210 34072 32616 34861 31289 22019 9014 41328 11420 51500 51660 31435 1 1834057 1897057 7307 
211 34082 32612 32341 33809 24539 9024 38812 11420 51500 51660 31435 1 1834057 1897057 7307 
212 34082 32612 32341 33809 24539 9024 38812 11420 51500 51660 31435 1 1834057 1897057 7307 
213 34092 32602 29821 36329 27059 9016 36312 11420 51500 51660 31435 1 1834057 1897057 7307 
214 34102 32592 27301 38849 29579 9006 33812 11420 51500 51660 31435 1 1834057 1897057 7307 
215 34112 32582 24781 41369 32099 8996 31312 11420 51500 51660 31435 1 1834057 1897057 7307 
216 34112 32582 24781 41369 32099 8996 31312 11420 51500 51660 31435 1 1834057 1897057 7307 
217 34122 32572 22261 43889 34619 8986 28812 11420 51500 51660 31435 1 1834057 1897057 7307 
218 34118 32562 19741 46409 37135 8976 26312 11420 51500 51660 31435 1 1834057 1897057 7307 
219 34108 32552 17227 48929 39635 8966 23812 11420 51500 51660 31435 1 1834057 1897057 7307 
220 34098 32542 14727 51439 42135 8956 21312 11420 51500 51660 31435 1 1834057 1897057 7307 
221 34088 32538 12227 53939 44635 8946 18812 11420 51500 51660 31435 1 1834057 1897057 7307 
222 34088 32538 12227 53939 44635 8946 18812 11420 51500 51660 31435 1 1834057 1897057 7307 
223 34078 32548 9727 56439 47135 8946 16296 11420 51500 51660 31435 1 1834057 1897057 7307 
224 34068 32558 7227 58939 49635 8956 13776 11420 51500 51660 31435 1 1834057 1897057 7307 
225 34058 32568 4727 59431 52135 8966 11256 11420 51500 51660 31435 1 1834057 1897057 7307 
226 34048 32578 3733 56911 54635 8976 8736 11420 51500 51660 31435 1 1834057 1897057 7307 
227 34048 32578 3733 56911 54635 8976 8736 11420 51500 51660 31435 1 1834057 1897057 7307 
228 34044 32588 6253 54391 57135 8986 6216 11420 51500 51660 31435 1 1834057 1897057 7307 
229 34054 32598 8773 51871 59651 8996 3696 11420 51500 51660 31435 1 1834057 1897057 7307 
230 34054 32598 8773 51871 59651 8996 3696 11420 51500 51660 31435 1 1834057 1897057 7307 
231 34064 32608 11275 49353 58657 9006 4690 11420 51500 51660 31435 1 1834057 1897057 7307 
232 34064 32608 11275 49353 58657 9006 4690 11420 51500 51660 31435 1 1834057 1897057 7307 
233 34074 32618 13775 46853 56157 9016 7190 11420 51500 51660 31435 1 1834057 1897057 7307 
234 34074 32618 13775 46853 56157 9016 7190 11420 51500 51660 31435 1 1834057 1897057 7307 
235 34084 32610 16275 44353 53657 9024 9698 11420 51500 51660 31435 1 1834057 1897057 7307 
236 34094 32600 18775 41853 51157 9014 12218 11420 51500 51660 31435 1 1834057 1897057 7307 
237 34104 32590 21275 39353 48657 9004 14738 11420 51500 51660 31435 1 1834057 1897057 7307 
238 34104 32590 21275 39353 48657 9004 14738 11420 51500 51660 31435 1 1834057 1897057 7307 
239 34114 32580 23775 36853 46157 8994 17258 11420 51500 51660 31435 1 1834057 1897057 7307 
240 34124 32570 26275 34353 43657 8984 19778 11420 51500 51660 31435 1 1834057 1897057 7307 
241 34124 32570 26275 34353 43657 8984 19778 11420 51500 51660 31435 1 1834057 1897057 7307 
242 34116 32560 28775 31853 41149 8974 22298 11420 51500 51660 31435 1 1834057 1897057 7307 
243 34116 32560 28775 31853 41149 8974 22298 11420 51500 51660 31435 1 1834057 1897057 7307 
244 34106 32550 31285 29353 38629 8964 24818 11420 51500 51660 31435 1 1834057 1897057 7307 
245 34096 32540 33805 26839 36109 8954 27338 11420 51500 51660 31435 1 1834057 1897057 7307 
246 34096 32540 33805 26839 36109 8954 27338 11420 51500 51660 31435 1 1834057 1897057 7307 
247 34086 32540 36325 24319 33589 8944 29858 11420 51500 51660 31435 1 1834057 1897057 7307 
248 34076 32550 38845 21799 31069 8948 32358 11420 51500 51660 31435 1 1834057 1897057 7307 
249 34066 32560 41365 19279 28549 8958 34858 11420 51500 51660 31435 1 1834057 1897057 7307 
250 34056 32570 43885 16759 26029 8968 37358 11420 51500 51660 31435 1 1834057 1897057 7307 
251 34046 32580 46405 14239 23509 8978 39858 11420 51500 51660 31435 1 1834057 1897057 7307 
252 34046 32590 48925 11719 20989 8988 42358 11420 51500 51660 31435 1 1834057 1897057 7307 
253 34056 32600 51443 9199 18489 8998 44858 11420 51500 51660 31435 1 1834057 1897057 7307 
254 34056 32600 51443 9199 18489 8998 44858 11420 51500 51660 31435 1 1834057 1897057 7307 
255 34066 32610 53943 6685 15989 9008 47358 11420 51500 51660 31435 1 1834057 1897057 7307 
256 34066 32610 53943 6685 15989 9008 47358 11420 51500 51660 31435 1 1834057 1897057 7307 
257 34076 32618 56443 4185 13489 9018 49858 11420 51500 51660 31435 1 1834057 1897057 7307 
258 34086 32608 58943 4195 10989 9022 52370 11420 51500 51660 31435 1 1834057 1897057 7307 
259 34086 32608 58943 4195 10989 9022 52370 11420 51500 51660 31435 1 1834057 1897057 7307 
260 34096 32598 59435 6715 8489 9012 54890 11420 51500 51660 31435 1 1834057 1897057 7307 
261 34106 32588 56915 9235 5989 9002 57410 11420 51500 51660 31435 1 1834057 1897057 7307 
262 34116 32578 54395 11755 3489 8992 59930 11420 51500 51660 31435 1 1834057 1897057 7307 
263 34124 32568 51875 14275 5005 8982 58434 11420 51500 51660 31435 1 1834057 1897057 7307 
264 34124 32568 51875 14275 5005 8982 58434 11420 51500 51660 31435 1 1834057 1897057 7307 
265 34114 32558 49355 16795 7513 8972 55934 11420 51500 51660 31435 1 1834057 1897057 7307 
266 34114 32558 49355 16795 7513 8972 55934 11420 51500 51660 31435 1 1834057 1897057 7307 
267 34104 32548 46849 19315 10013 8962 53434 11420 51500 51660 31435 1 1834057 1897057 7307 
268 34094 32538 44349 21817 12513 8952 50934 11420 51500 51660 31435 1 1834057 1897057 7307 
269 34084 32542 41849 24317 15013 8942 48430 11420 51500 51660 31435 1 1834057 1897057 7307 
270 34084 32542 41849 24317 15013 8942 48430 11420 51500 51660 31435 1 1834057 1897057 7307 
271 34074 32552 39349 26817 17513 8950 45910 11420 51500 51660 31435 1 1834057 1897057 7307 
272 34064 32562 36849 29317 20013 8960 43390 11420 51500 51660 31435 1 1834057 1897057 7307 
273 34054 32572 34349 31817 22513 8970 40870 11420 51500 51660 31435 1 1834057 1897057 7307 
274 34044 32582 31849 34317 25013 8980 38350 11420 51500 51660 31435 1 1834057 1897057 7307 
275 34048 32592 29349 36817 27517 8990 35830 11420 51500 51660 31435 1 1834057 1897057 7307 
276 34058 32602 26843 39317 30037 9000 33310 11420 51500 51660 31435 1 1834057 1897057 7307 
277 34068 32612 24323 41827 32557 9010 30790 11420 51500 51660 31435 1 1834057 1897057 7307 
